,mono,pdc,cdc
442,GSE20715_WT_VS_TLR4_KO_24H_OZONE_LUNG_UP,GSE2826_WT_VS_BTK_KO_BCELL_UP,GSE23321_CD8_STEM_CELL_MEMORY_VS_NAIVE_CD8_TCELL_UP
443,GSE2706_UNSTIM_VS_8H_R848_DC_UP,GO_PURINE_CONTAINING_COMPOUND_CATABOLIC_PROCESS,GO_MYELOID_CELL_HOMEOSTASIS
444,GO_FATTY_ACID_TRANSPORT,GSE9037_CTRL_VS_LPS_4H_STIM_IRAK4_KO_BMDM_UP,GSE17721_CTRL_VS_POLYIC_1H_BMDC_UP
445,GSE46606_IRF4MID_VS_WT_CD40L_IL2_IL5_DAY3_STIMULATED_BCELL_UP,GO_PEPTIDYL_LYSINE_METHYLATION,GO_PROTEIN_COMPLEX_LOCALIZATION
446,GSE2585_AIRE_KO_VS_WT_CD80_LOW_MTEC_UP,GSE21670_STAT3_KO_VS_WT_CD4_TCELL_TGFB_TREATED_UP,GSE9988_ANTI_TREM1_VS_ANTI_TREM1_AND_LPS_MONOCYTE_UP
447,GSE13493_DP_VS_CD4INTCD8POS_THYMOCYTE_UP,GO_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_MIGRATION,GO_NEGATIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT
448,GSE17721_PAM3CSK4_VS_GADIQUIMOD_2H_BMDC_UP,GO_DNA_SYNTHESIS_INVOLVED_IN_DNA_REPAIR,GO_POSITIVE_REGULATION_OF_RESPONSE_TO_DNA_DAMAGE_STIMULUS
449,GO_POSITIVE_REGULATION_OF_PHOSPHOLIPASE_ACTIVITY,GSE33162_HDAC3_KO_VS_HDAC3_KO_MACROPHAGE_UP,GSE32986_UNSTIM_VS_GMCSF_AND_CURDLAN_HIGHDOSE_STIM_DC_UP
450,GSE45837_WT_VS_GFI1_KO_PDC_UP,GSE9650_NAIVE_VS_EFF_CD8_TCELL_UP,GSE13484_UNSTIM_VS_YF17D_VACCINE_STIM_PBMC_UP
451,GSE37301_MULTIPOTENT_PROGENITOR_VS_RAG2_KO_NK_CELL_UP,GO_JNK_CASCADE,GSE1460_INTRATHYMIC_T_PROGENITOR_VS_NAIVE_CD4_TCELL_ADULT_BLOOD_UP
452,GO_REGULATION_OF_MAST_CELL_ACTIVATION,GSE26495_NAIVE_VS_PD1LOW_CD8_TCELL_UP,GO_TRANSCRIPTION_ELONGATION_FROM_RNA_POLYMERASE_II_PROMOTER
453,GO_MONOSACCHARIDE_CATABOLIC_PROCESS,GSE26928_CENTR_MEMORY_VS_CXCR5_POS_CD4_TCELL_UP,GSE7764_IL15_TREATED_VS_CTRL_NK_CELL_24H_UP
454,GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_48H_ACT_CD4_TCELL_UP,GSE24972_WT_VS_IRF8_KO_SPLEEN_FOLLICULAR_BCELL_UP,GSE360_DC_VS_MAC_L_DONOVANI_UP
455,GSE33292_WT_VS_TCF1_KO_DN3_THYMOCYTE_UP,GSE13306_RA_VS_UNTREATED_TREG_UP,GSE21670_IL6_VS_TGFB_AND_IL6_TREATED_STAT3_KO_CD4_TCELL_UP
456,GSE29949_CD8_NEG_DC_SPLEEN_VS_MONOCYTE_BONE_MARROW_UP,GSE26928_NAIVE_VS_EFF_MEMORY_CD4_TCELL_UP,GSE360_T_GONDII_VS_B_MALAYI_HIGH_DOSE_DC_UP
457,GSE22589_HIV_VS_HIV_AND_SIV_INFECTED_DC_UP,GSE11864_CSF1_VS_CSF1_IFNG_IN_MAC_UP,GSE22886_CD8_TCELL_VS_BCELL_NAIVE_UP
458,GSE16450_IMMATURE_VS_MATURE_NEURON_CELL_LINE_6H_IFNA_STIM_UP,GSE16266_LPS_VS_HEATSHOCK_AND_LPS_STIM_MEF_UP,GO_RESPONSE_TO_TYPE_I_INTERFERON
459,GSE43955_TH0_VS_TGFB_IL6_TH17_ACT_CD4_TCELL_30H_UP,GSE42088_UNINF_VS_LEISHMANIA_INF_DC_8H_UP,GSE2770_TGFB_AND_IL4_VS_IL12_TREATED_ACT_CD4_TCELL_2H_UP
460,GO_RIBONUCLEOSIDE_DIPHOSPHATE_METABOLIC_PROCESS,GSE40666_UNTREATED_VS_IFNA_STIM_CD8_TCELL_90MIN_UP,GSE360_DC_VS_MAC_UP
461,GSE13485_DAY7_VS_DAY21_YF17D_VACCINE_PBMC_UP,GSE37301_HEMATOPOIETIC_STEM_CELL_VS_COMMON_LYMPHOID_PROGENITOR_UP,GSE23568_ID3_KO_VS_WT_CD8_TCELL_UP
462,GO_LYSOSOMAL_TRANSPORT,GO_TRNA_MODIFICATION,GSE22432_MULTIPOTENT_PROGENITOR_VS_PDC_UP
463,GSE17974_1H_VS_72H_UNTREATED_IN_VITRO_CD4_TCELL_UP,GO_SMOOTHENED_SIGNALING_PATHWAY,GSE14769_UNSTIM_VS_360MIN_LPS_BMDM_UP
464,GSE3982_MAC_VS_EFF_MEMORY_CD4_TCELL_UP,GSE23505_IL6_IL1_VS_IL6_IL1_TGFB_TREATED_CD4_TCELL_UP,GSE411_WT_VS_SOCS3_KO_MACROPHAGE_UP
465,GSE27786_NKCELL_VS_NKTCELL_UP,GSE9960_HEALTHY_VS_SEPSIS_PBMC_UP,GSE19888_ADENOSINE_A3R_ACT_VS_A3R_ACT_WITH_A3R_INH_PRETREATMENT_IN_MAST_CELL_UP
466,GSE17721_PAM3CSK4_VS_GADIQUIMOD_0.5H_BMDC_UP,GSE17186_MEMORY_VS_CD21HIGH_TRANSITIONAL_BCELL_UP,GSE17721_CTRL_VS_PAM3CSK4_4H_BMDC_UP
467,GSE36078_UNTREATED_VS_AD5_T425A_HEXON_INF_MOUSE_LUNG_DC_UP,GO_G1_DNA_DAMAGE_CHECKPOINT,GSE14308_TH1_VS_NATURAL_TREG_UP
468,GO_LEUKOCYTE_PROLIFERATION,GO_DETECTION_OF_MECHANICAL_STIMULUS,GSE15659_NAIVE_CD4_TCELL_VS_RESTING_TREG_UP
469,GSE37533_UNTREATED_VS_PIOGLIZATONE_TREATED_CD4_TCELL_PPARG1_AND_FOXP3_TRASDUCED_UP,GSE22886_NAIVE_CD8_TCELL_VS_DC_UP,GSE1925_CTRL_VS_24H_IFNG_STIM_MACROPHAGE_UP
470,GSE23114_PERITONEAL_CAVITY_B1A_BCELL_VS_SPLEEN_BCELL_IN_SLE2C1_MOUSE_UP,GSE43956_WT_VS_SGK1_KO_TH17_DIFFERENTIATED_CD4_TCELL_UP,GO_RNA_3_END_PROCESSING
471,GSE557_CIITA_KO_VS_I_AB_KO_DC_UP,GSE19941_IL10_KO_VS_IL10_KO_AND_NFKBP50_KO_UNSTIM_MACROPHAGE_UP,GO_MULTICELLULAR_ORGANISMAL_RESPONSE_TO_STRESS
472,GSE17721_PAM3CSK4_VS_GADIQUIMOD_16H_BMDC_UP,GSE40274_FOXP3_VS_FOXP3_AND_GATA1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP,GO_PIGMENT_METABOLIC_PROCESS
473,GO_CELL_KILLING,GSE5542_IFNG_VS_IFNA_TREATED_EPITHELIAL_CELLS_24H_UP,GO_FC_GAMMA_RECEPTOR_SIGNALING_PATHWAY
474,GSE17721_POLYIC_VS_GARDIQUIMOD_24H_BMDC_UP,GO_SPINDLE_ASSEMBLY,GSE17721_CTRL_VS_PAM3CSK4_1H_BMDC_UP
475,GSE37301_RAG2_KO_VS_RAG2_AND_ETS1_KO_NK_CELL_UP,GSE22886_NAIVE_VS_IGG_IGA_MEMORY_BCELL_UP,GSE2826_XID_VS_BTK_KO_BCELL_UP
476,GSE23505_IL6_IL1_IL23_VS_IL6_IL1_TGFB_TREATED_CD4_TCELL_UP,GO_FATTY_ACID_DERIVATIVE_METABOLIC_PROCESS,GSE32986_UNSTIM_VS_CURDLAN_HIGHDOSE_STIM_DC_UP
477,GSE10239_NAIVE_VS_KLRG1INT_EFF_CD8_TCELL_UP,GSE22886_CD8_VS_CD4_NAIVE_TCELL_UP,GSE3994_WT_VS_PAC1_KO_ACTIVATED_MAST_CELL_UP
478,GSE6674_ANTI_IGM_VS_CPG_STIM_BCELL_UP,GSE1925_CTRL_VS_IFNG_PRIMED_MACROPHAGE_UP,GSE36826_WT_VS_IL1R_KO_SKIN_UP
479,GSE18203_CTRL_VS_INTRATUMORAL_CPG_INJ_MC38_TUMOR_UP,GSE7831_CPG_VS_INFLUENZA_STIM_PDC_1H_UP,GSE20715_WT_VS_TLR4_KO_48H_OZONE_LUNG_UP
480,GSE5589_LPS_VS_LPS_AND_IL6_STIM_IL6_KO_MACROPHAGE_45MIN_UP,GSE42088_UNINF_VS_LEISHMANIA_INF_DC_4H_UP,GSE360_DC_VS_MAC_L_MAJOR_UP
481,GSE8835_HEALTHY_VS_CLL_CD8_TCELL_UP,GSE39820_CTRL_VS_TGFBETA1_IL6_IL23A_CD4_TCELL_UP,GSE17721_PAM3CSK4_VS_GADIQUIMOD_24H_BMDC_UP
482,GSE3337_CTRL_VS_4H_IFNG_IN_CD8POS_DC_UP,GO_PROTEIN_LOCALIZATION_TO_CHROMOSOME,GSE11961_MEMORY_BCELL_DAY7_VS_MEMORY_BCELL_DAY40_UP
483,GSE17721_POLYIC_VS_GARDIQUIMOD_8H_BMDC_UP,GSE39820_CTRL_VS_TGFBETA3_IL6_CD4_TCELL_UP,GSE34006_A2AR_KO_VS_A2AR_AGONIST_TREATED_TREG_UP
484,GO_RECEPTOR_METABOLIC_PROCESS,GSE14908_RESTING_VS_HDM_STIM_CD4_TCELL_ATOPIC_PATIENT_UP,GSE22886_IGA_VS_IGM_MEMORY_BCELL_UP
485,GSE5589_LPS_VS_LPS_AND_IL6_STIM_MACROPHAGE_45MIN_UP,GSE26023_PHD3_KO_VS_WT_NEUTROPHIL_HYPOXIA_UP,GSE17721_CTRL_VS_PAM3CSK4_24H_BMDC_UP
486,GO_POSITIVE_REGULATION_OF_INTERFERON_GAMMA_PRODUCTION,GSE46606_UNSTIM_VS_CD40L_IL2_IL5_3DAY_STIMULATED_IRF4_KO_BCELL_UP,GO_REGULATION_OF_MEMBRANE_PERMEABILITY
487,GSE13493_DP_VS_CD8POS_THYMOCYTE_UP,GO_REGULATION_OF_MRNA_SPLICING_VIA_SPLICEOSOME,GO_POSITIVE_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS
488,GO_REGULATION_OF_LIPID_CATABOLIC_PROCESS,GSE28237_EARLY_VS_LATE_GC_BCELL_UP,GSE23568_CTRL_VS_ID3_TRANSDUCED_CD8_TCELL_UP
489,GSE2770_IL12_AND_TGFB_VS_IL4_TREATED_ACT_CD4_TCELL_48H_UP,GSE10239_KLRG1INT_VS_KLRG1HIGH_EFF_CD8_TCELL_UP,GSE411_WT_VS_SOCS3_KO_MACROPHAGE_IL6_STIM_400MIN_UP
490,GSE40225_WT_VS_RIP_B7X_DIABETIC_MOUSE_PANCREATIC_CD8_TCELL_UP,GSE33513_TCF7_KO_VS_HET_EARLY_THYMIC_PROGENITOR_UP,GO_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION
491,GSE19941_IL10_KO_VS_IL10_KO_AND_NFKBP50_KO_LPS_AND_IL10_STIM_MACROPHAGE_UP,GSE25088_CTRL_VS_IL4_STIM_STAT6_KO_MACROPHAGE_UP,GSE37301_COMMON_LYMPHOID_PROGENITOR_VS_GRAN_MONO_PROGENITOR_UP
492,GO_NEGATIVE_REGULATION_OF_I_KAPPAB_KINASE_NF_KAPPAB_SIGNALING,GSE18893_CTRL_VS_TNF_TREATED_TREG_2H_UP,GSE18281_SUBCAPSULAR_CORTICAL_REGION_VS_WHOLE_CORTEX_THYMUS_UP
493,GSE20727_H2O2_VS_ROS_INHIBITOR_TREATED_DC_UP,GSE43863_TH1_VS_TFH_EFFECTOR_CD4_TCELL_UP,GSE22886_NAIVE_BCELL_VS_BM_PLASMA_CELL_UP
494,GSE22886_CD8_TCELL_VS_BCELL_NAIVE_UP,GO_POST_EMBRYONIC_DEVELOPMENT,GSE10325_MYELOID_VS_LUPUS_MYELOID_UP
495,GO_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE,GO_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_PROLIFERATION,GSE45365_HEALTHY_VS_MCMV_INFECTION_BCELL_IFNAR_KO_UP
496,GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_CD8_TCELL_UP,GSE3039_ALPHAALPHA_CD8_TCELL_VS_B2_BCELL_UP,GSE360_T_GONDII_VS_B_MALAYI_LOW_DOSE_MAC_UP
497,GSE32986_GMCSF_AND_CURDLAN_LOWDOSE_VS_GMCSF_AND_CURDLAN_HIGHDOSE_STIM_DC_UP,GSE33162_UNTREATED_VS_4H_LPS_STIM_HDAC3_HET_MACROPHAGE_UP,GO_REGULATION_OF_LYMPHOCYTE_APOPTOTIC_PROCESS
498,GO_REGULATION_OF_INTERLEUKIN_12_PRODUCTION,GSE33292_WT_VS_TCF1_KO_DN3_THYMOCYTE_UP,GSE17721_CTRL_VS_LPS_6H_BMDC_UP
499,GSE22935_UNSTIM_VS_24H_MBOVIS_BCG_STIM_MACROPHAGE_UP,GSE16450_IMMATURE_VS_MATURE_NEURON_CELL_LINE_12H_IFNA_STIM_UP,GSE17721_LPS_VS_PAM3CSK4_8H_BMDC_UP
500,GSE19198_CTRL_VS_IL21_TREATED_TCELL_1H_UP,GSE11961_FOLLICULAR_BCELL_VS_GERMINAL_CENTER_BCELL_DAY7_UP,GSE37532_WT_VS_PPARG_KO_VISCERAL_ADIPOSE_TISSUE_TCONV_UP
501,GO_REGULATION_OF_LIPID_TRANSPORT,GO_REGULATION_OF_SMOOTHENED_SIGNALING_PATHWAY,GSE41867_NAIVE_VS_DAY8_LCMV_ARMSTRONG_EFFECTOR_CD8_TCELL_UP
502,GO_REGULATION_OF_STEM_CELL_PROLIFERATION,GSE36826_NORMAL_VS_STAPH_AUREUS_INF_IL1R_KO_SKIN_UP,GO_POSITIVE_REGULATION_OF_PROTEIN_POLYMERIZATION
503,GO_REGULATION_OF_CELL_MATRIX_ADHESION,GO_REGULATION_OF_RNA_SPLICING,GSE26488_WT_VS_HDAC7_DELTAP_TG_OT2_THYMOCYTE_WITH_PEPTIDE_INJECTION_UP
504,GSE7460_TREG_VS_TCONV_ACT_UP,GO_MITOTIC_DNA_INTEGRITY_CHECKPOINT,GSE6674_ANTI_IGM_VS_PL2_3_STIM_BCELL_UP
505,GSE6259_33D1_POS_VS_DEC205_POS_SPLENIC_DC_UP,GO_REGULATION_OF_JUN_KINASE_ACTIVITY,GSE43863_TFH_VS_LY6C_INT_CXCR5POS_EFFECTOR_CD4_TCELL_UP
506,GO_POSITIVE_REGULATION_OF_LIPASE_ACTIVITY,GO_REGULATION_OF_PROTEIN_ACETYLATION,GSE21360_NAIVE_VS_TERTIARY_MEMORY_CD8_TCELL_UP
507,GSE29949_CD8_NEG_DC_SPLEEN_VS_CD8_POS_DC_SPLEEN_UP,GSE3039_ALPHABETA_CD8_TCELL_VS_B1_BCELL_UP,GSE12366_GC_VS_MEMORY_BCELL_UP
508,GSE17186_CD21LOW_VS_CD21HIGH_TRANSITIONAL_BCELL_CORD_BLOOD_UP,GSE5589_IL6_KO_VS_IL10_KO_LPS_AND_IL6_STIM_MACROPHAGE_45MIN_UP,GO_MONOSACCHARIDE_BIOSYNTHETIC_PROCESS
509,GO_DIGESTIVE_SYSTEM_PROCESS,GSE18893_TCONV_VS_TREG_2H_CULTURE_UP,GO_CELLULAR_MODIFIED_AMINO_ACID_BIOSYNTHETIC_PROCESS
510,GSE26030_UNSTIM_VS_RESTIM_TH1_DAY15_POST_POLARIZATION_UP,GSE15930_NAIVE_VS_72H_IN_VITRO_STIM_TRICHOSTATINA_CD8_TCELL_UP,GSE1791_CTRL_VS_NEUROMEDINU_IN_T_CELL_LINE_3H_UP
511,GSE17721_CTRL_VS_CPG_24H_BMDC_UP,GO_NEGATIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION,GSE32986_UNSTIM_VS_CURDLAN_LOWDOSE_STIM_DC_UP
512,GO_POSITIVE_REGULATION_OF_STEM_CELL_PROLIFERATION,GO_MOVEMENT_IN_ENVIRONMENT_OF_OTHER_ORGANISM_INVOLVED_IN_SYMBIOTIC_INTERACTION,GO_GLUTATHIONE_METABOLIC_PROCESS
513,GO_REGULATION_OF_LYMPHOCYTE_APOPTOTIC_PROCESS,GO_REGULATION_OF_HISTONE_METHYLATION,GSE17322_CD103_POS_VS_CD11B_HIGH_LUNG_DC_UP
514,GSE5589_UNSTIM_VS_45MIN_LPS_AND_IL6_STIM_MACROPHAGE_UP,GSE37532_TREG_VS_TCONV_PPARG_KO_CD4_TCELL_FROM_LN_UP,GSE43955_1H_VS_42H_ACT_CD4_TCELL_UP
515,GSE7460_FOXP3_MUT_VS_WT_ACT_TCONV_UP,GSE360_T_GONDII_VS_M_TUBERCULOSIS_MAC_UP,GSE7509_DC_VS_MONOCYTE_UP
516,GO_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY,GSE12198_CTRL_VS_HIGH_IL2_STIM_NK_CELL_UP,GSE40273_XBP1_KO_VS_WT_TREG_UP
517,GSE12845_PRE_GC_VS_DARKZONE_GC_TONSIL_BCELL_UP,GO_REGULATION_OF_CELL_CYCLE_G2_M_PHASE_TRANSITION,GSE41978_ID2_KO_VS_ID2_KO_AND_BIM_KO_KLRG1_LOW_EFFECTOR_CD8_TCELL_UP
518,GO_POSITIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,GSE26495_NAIVE_VS_PD1HIGH_CD8_TCELL_UP,GO_RESPONSE_TO_PROGESTERONE
519,GSE8685_IL2_ACT_IL2_STARVED_VS_IL15_ACT_IL2_STARVED_CD4_TCELL_UP,GSE17721_LPS_VS_POLYIC_24H_BMDC_UP,GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I
520,GSE22935_UNSTIM_VS_12H_MBOVIS_BCG_STIM_MYD88_KO_MACROPHAGE_UP,GSE43955_TH0_VS_TGFB_IL6_TH17_ACT_CD4_TCELL_42H_UP,GSE40068_CXCR5NEG_BCL6NEG_CD4_TCELL_VS_CXCR5POS_BCL6NEG_TFH_UP
521,GSE28783_ANTI_MIR33_VS_CTRL_ATHEROSCLEROSIS_MACROPHAGE_UP,GSE13738_RESTING_VS_BYSTANDER_ACTIVATED_CD4_TCELL_UP,GSE3039_NKT_CELL_VS_B2_BCELL_UP
522,GO_MONOSACCHARIDE_BIOSYNTHETIC_PROCESS,GSE22611_NOD2_TRANSD_VS_CTRL_TRANSD_HEK293_MDP_STIM_2H_UP,GSE17721_PAM3CSK4_VS_GADIQUIMOD_4H_BMDC_UP
523,GSE29949_DC_BRAIN_VS_MONOCYTE_BONE_MARROW_UP,GSE29164_DAY3_VS_DAY7_CD8_TCELL_TREATED_MELANOMA_UP,GSE360_CTRL_VS_B_MALAYI_HIGH_DOSE_MAC_UP
524,GSE15930_STIM_VS_STIM_AND_TRICHOSTATINA_48H_CD8_T_CELL_UP,GSE2770_TGFB_AND_IL4_VS_IL4_TREATED_ACT_CD4_TCELL_48H_UP,GO_REGULATION_OF_CELLULAR_RESPONSE_TO_HEAT
525,GO_REGULATION_OF_BIOMINERAL_TISSUE_DEVELOPMENT,GSE32423_CTRL_VS_IL4_MEMORY_CD8_TCELL_UP,GSE45365_NK_CELL_VS_CD11B_DC_MCMV_INFECTION_UP
526,GSE21927_SPLEEN_VS_4T1_TUMOR_MONOCYTE_BALBC_UP,GSE27786_NKTCELL_VS_NEUTROPHIL_UP,GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_6H_UP
527,GSE24574_BCL6_HIGH_TFH_VS_NAIVE_CD4_TCELL_UP,GSE5455_HEALTHY_VS_TUMOR_BEARING_MOUSE_SPLEEN_MONOCYTE_24H_INCUBATION_UP,GSE17721_LPS_VS_CPG_2H_BMDC_UP
528,GSE19512_NAUTRAL_VS_INDUCED_TREG_UP,GSE14308_TH17_VS_INDUCED_TREG_UP,GSE17721_0.5H_VS_4H_PAM3CSK4_BMDC_UP
529,GSE14350_TREG_VS_TEFF_UP,GSE3039_ALPHABETA_CD8_TCELL_VS_B2_BCELL_UP,GO_REGULATION_OF_DNA_BINDING
530,GSE26290_WT_VS_PDK1_KO_ANTI_CD3_AND_IL2_STIM_CD8_TCELL_UP,GO_CERAMIDE_METABOLIC_PROCESS,GSE1112_OT1_VS_HY_CD8AB_THYMOCYTE_RTOC_CULTURE_UP
531,GSE8868_SPLEEN_VS_INTESTINE_CD11B_POS_CD11C_NEG_DC_UP,GSE17721_LPS_VS_PAM3CSK4_1H_BMDC_UP,GSE36888_STAT5_AB_KNOCKIN_VS_WT_TCELL_IL2_TREATED_2H_UP
532,GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_72H_ACT_CD4_TCELL_UP,GO_L_AMINO_ACID_TRANSPORT,GSE25088_IL4_VS_IL4_AND_ROSIGLITAZONE_STIM_MACROPHAGE_DAY10_UP
533,GSE25088_CTRL_VS_IL4_STIM_MACROPHAGE_UP,GO_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION,GSE19772_CTRL_VS_HCMV_INF_MONOCYTES_UP
534,GSE17721_LPS_VS_PAM3CSK4_16H_BMDC_UP,GSE20198_IL12_VS_IFNA_TREATED_ACT_CD4_TCELL_UP,GSE13484_UNSTIM_VS_12H_YF17D_VACCINE_STIM_PBMC_UP
535,GSE17721_PAM3CSK4_VS_CPG_4H_BMDC_UP,GSE15735_2H_VS_12H_HDAC_INHIBITOR_TREATED_CD4_TCELL_UP,GSE41867_DAY8_EFFECTOR_VS_DAY30_EXHAUSTED_CD8_TCELL_LCMV_CLONE13_UP
536,GSE3982_MEMORY_CD4_TCELL_VS_TH2_UP,GOLDRATH_NAIVE_VS_EFF_CD8_TCELL_UP,GSE17721_LPS_VS_PAM3CSK4_0.5H_BMDC_UP
537,GSE17721_POLYIC_VS_PAM3CSK4_16H_BMDC_UP,GSE19401_PLN_VS_PEYERS_PATCH_FOLLICULAR_DC_UP,GSE22935_24H_VS_48H_MBOVIS_BCG_STIM_MYD88_KO_MACROPHAGE_UP
538,GSE26030_UNSTIM_VS_RESTIM_TH1_DAY5_POST_POLARIZATION_UP,GSE45365_HEALTHY_VS_MCMV_INFECTION_CD11B_DC_UP,GSE10273_HIGH_IL7_VS_HIGH_IL7_AND_IRF4_IN_IRF4_8_NULL_PRE_BCELL_UP
539,GSE13411_SWITCHED_MEMORY_BCELL_VS_PLASMA_CELL_UP,GSE2706_UNSTIM_VS_2H_LPS_DC_UP,GO_ENDODERM_DEVELOPMENT
540,GSE2770_UNTREATED_VS_TGFB_AND_IL4_TREATED_ACT_CD4_TCELL_4H_UP,GSE17721_CTRL_VS_GARDIQUIMOD_2H_BMDC_UP,GSE14000_4H_VS_16H_LPS_DC_UP
541,GO_POSITIVE_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION,GSE17721_0.5H_VS_8H_GARDIQUIMOD_BMDC_UP,GSE360_HIGH_VS_LOW_DOSE_B_MALAYI_MAC_UP
542,GSE21927_SPLENIC_VS_TUMOR_MONOCYTES_FROM_C26GM_TUMOROUS_MICE_BALBC_UP,GSE14026_TH1_VS_TH17_UP,GSE27786_BCELL_VS_NEUTROPHIL_UP
543,GSE18281_CORTICAL_VS_MEDULLARY_THYMOCYTE_UP,GO_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS,GSE14000_UNSTIM_VS_16H_LPS_DC_TRANSLATED_RNA_UP
544,GSE5099_DAY3_VS_DAY7_MCSF_TREATED_MACROPHAGE_UP,GSE30962_PRIMARY_VS_SECONDARY_ACUTE_LCMV_INF_CD8_TCELL_UP,GSE39820_CTRL_VS_TGFBETA1_IL6_CD4_TCELL_UP
545,GSE360_L_DONOVANI_VS_B_MALAYI_LOW_DOSE_MAC_UP,GO_ACTIN_MEDIATED_CELL_CONTRACTION,GSE3982_CENT_MEMORY_CD4_TCELL_VS_NKCELL_UP
546,GSE5589_LPS_VS_LPS_AND_IL10_STIM_IL6_KO_MACROPHAGE_45MIN_UP,GSE11057_NAIVE_VS_CENT_MEMORY_CD4_TCELL_UP,GSE360_CTRL_VS_L_MAJOR_DC_UP
547,GSE17721_CTRL_VS_POLYIC_0.5H_BMDC_UP,GO_CYCLIC_NUCLEOTIDE_METABOLIC_PROCESS,GSE9509_LPS_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_30MIN_UP
548,GO_NEGATIVE_REGULATION_OF_MAP_KINASE_ACTIVITY,GSE16385_IFNG_TNF_VS_ROSIGLITAZONE_STIM_MACROPHAGE_UP,GSE29618_PRE_VS_DAY7_POST_LAIV_FLU_VACCINE_BCELL_UP
549,GSE40277_EOS_AND_LEF1_TRANSDUCED_VS_CTRL_CD4_TCELL_UP,GO_DEVELOPMENTAL_CELL_GROWTH,GSE24634_IL4_VS_CTRL_TREATED_NAIVE_CD4_TCELL_DAY5_UP
550,GSE25087_TREG_VS_TCONV_ADULT_UP,GSE35435_RESTING_VS_IL4_TREATED_MACROPHAGE_UP,GSE18893_CTRL_VS_TNF_TREATED_TCONV_24H_UP
551,GSE3400_UNTREATED_VS_IFNB_TREATED_MEF_UP,GSE27786_CD4_TCELL_VS_NEUTROPHIL_UP,GSE2405_HEAT_KILLED_LYSATE_VS_LIVE_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_24H_UP
552,GO_REGULATION_OF_CYTOKINE_BIOSYNTHETIC_PROCESS,GSE9960_GRAM_NEG_VS_GRAM_NEG_AND_POS_SEPSIS_PBMC_UP,GSE15659_CD45RA_NEG_CD4_TCELL_VS_NONSUPPRESSIVE_TCELL_UP
553,GSE46606_UNSTIM_VS_CD40L_IL2_IL5_1DAY_STIMULATED_IRF4MID_SORTED_BCELL_UP,GSE46606_UNSTIM_VS_CD40L_IL2_IL5_3DAY_STIMULATED_IRF4MID_SORTED_BCELL_UP,GO_REGULATION_OF_STRIATED_MUSCLE_CONTRACTION
554,GSE15330_MEGAKARYOCYTE_ERYTHROID_PROGENITOR_VS_PRO_BCELL_UP,GO_REGULATION_OF_MYOTUBE_DIFFERENTIATION,GSE360_CTRL_VS_T_GONDII_MAC_UP
555,GSE18281_PERIMEDULLARY_CORTICAL_REGION_VS_WHOLE_MEDULLA_THYMUS_UP,GO_NEURON_NEURON_SYNAPTIC_TRANSMISSION,GSE17721_CTRL_VS_CPG_8H_BMDC_UP
556,GSE11057_NAIVE_VS_CENT_MEMORY_CD4_TCELL_UP,GSE19941_LPS_VS_LPS_AND_IL10_STIM_IL10_KO_NFKBP50_KO_MACROPHAGE_UP,GSE39110_DAY3_VS_DAY6_POST_IMMUNIZATION_CD8_TCELL_WITH_IL2_TREATMENT_UP
557,GSE23308_CTRL_VS_CORTICOSTERONE_TREATED_MACROPHAGE_UP,GO_POSITIVE_REGULATION_OF_LYASE_ACTIVITY,GSE15330_LYMPHOID_MULTIPOTENT_VS_MEGAKARYOCYTE_ERYTHROID_PROGENITOR_UP
558,GSE369_PRE_VS_POST_IL6_INJECTION_IFNG_WT_LIVER_UP,GO_MULTI_ORGANISM_LOCALIZATION,GSE45739_NRAS_KO_VS_WT_ACD3_ACD28_STIM_CD4_TCELL_UP
559,GSE5542_UNTREATED_VS_IFNA_TREATED_EPITHELIAL_CELLS_6H_UP,GSE25088_WT_VS_STAT6_KO_MACROPHAGE_ROSIGLITAZONE_AND_IL4_STIM_UP,GO_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY
