,b,t,mono
779,GSE27092_WT_VS_HDAC7_PHOSPHO_DEFICIENT_CD8_TCELL_UP,GO_NEGATIVE_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION,GO_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_CIRCULATING_IMMUNOGLOBULIN
780,GSE22611_NOD2_VS_MUTANT_NOD2_TRANSDUCED_HEK293T_CELL_UP,GSE37416_CTRL_VS_24H_F_TULARENSIS_LVS_NEUTROPHIL_UP,GSE43955_TGFB_IL6_VS_TGFB_IL6_IL23_TH17_ACT_CD4_TCELL_60H_UP
781,GSE41176_UNSTIM_VS_ANTI_IGM_STIM_TAK1_KO_BCELL_24H_UP,GSE4811_CLASSSICALY_ACTIVATED_VS_TYPE_2_ACTIVATED_MACROPHAGE_UP,GO_POSITIVE_REGULATION_OF_ANION_TRANSPORT
782,GSE2585_THYMIC_DC_VS_MTEC_UP,GSE1448_CTRL_VS_ANTI_VBETA5_DP_THYMOCYTE_UP,GSE42724_NAIVE_BCELL_VS_PLASMABLAST_UP
783,GO_TISSUE_REMODELING,GSE7831_UNSTIM_VS_CPG_STIM_PDC_1H_UP,GSE28726_ACT_CD4_TCELL_VS_ACT_VA24NEG_NKTCELL_UP
784,GO_MITOTIC_DNA_INTEGRITY_CHECKPOINT,GO_REGULATION_OF_OXIDOREDUCTASE_ACTIVITY,GSE41176_UNSTIM_VS_ANTI_IGM_STIM_TAK1_KO_BCELL_1H_UP
785,GO_CHROMOSOME_LOCALIZATION,GSE22527_ANTI_CD3_INVIVO_VS_UNTREATED_MOUSE_TREG_UP,GSE5542_UNTREATED_VS_IFNG_TREATED_EPITHELIAL_CELLS_24H_UP
786,GO_NEGATIVE_REGULATION_OF_DEPHOSPHORYLATION,GO_REGULATION_OF_KIDNEY_DEVELOPMENT,GO_NEGATIVE_REGULATION_OF_LEUKOCYTE_DIFFERENTIATION
787,GO_THIOESTER_BIOSYNTHETIC_PROCESS,GSE15139_GMCSF_TREATED_VS_UNTREATED_NEUTROPHILS_UP,GSE37532_WT_VS_PPARG_KO_VISCERAL_ADIPOSE_TISSUE_TCONV_UP
788,GSE14308_NAIVE_CD4_TCELL_VS_NATURAL_TREG_UP,GO_ERAD_PATHWAY,GSE1925_CTRL_VS_3H_IFNG_STIM_MACROPHAGE_UP
789,GSE15330_WT_VS_IKAROS_KO_MEGAKARYOCYTE_ERYTHROID_PROGENITOR_UP,GSE20366_CD103_KLRG1_DP_VS_DN_TREG_UP,GSE6875_WT_VS_FOXP3_KO_TREG_UP
790,GO_CELLULAR_RESPONSE_TO_FATTY_ACID,GO_NEURON_FATE_COMMITMENT,GSE22313_HEALTHY_VS_SLE_MOUSE_CD4_TCELL_UP
791,GSE8835_CD4_VS_CD8_TCELL_UP,GSE40666_WT_VS_STAT1_KO_CD8_TCELL_WITH_IFNA_STIM_90MIN_UP,GSE360_L_DONOVANI_VS_B_MALAYI_HIGH_DOSE_MAC_UP
792,GSE11961_FOLLICULAR_BCELL_VS_MEMORY_BCELL_DAY40_UP,GO_REGULATION_OF_DNA_BINDING,GO_REGULATION_OF_CATION_CHANNEL_ACTIVITY
793,GSE5679_CTRL_VS_PPARG_LIGAND_ROSIGLITAZONE_TREATED_DC_UP,GSE7460_CTRL_VS_FOXP3_OVEREXPR_TCONV_UP,GSE39820_TGFBETA3_IL6_VS_TGFBETA3_IL6_IL23A_TREATED_CD4_TCELL_UP
794,GSE3982_EFF_MEMORY_CD4_TCELL_VS_TH2_UP,GSE21927_HEALTHY_VS_TUMOROUS_BALBC_MOUSE_MONOCYTE_UP,GO_REGULATION_OF_ERBB_SIGNALING_PATHWAY
795,GSE21927_HEALTHY_VS_TUMOROUS_BALBC_MOUSE_MONOCYTE_UP,GO_REGULATION_OF_INTRACELLULAR_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY,GO_PROTEIN_HOMOTETRAMERIZATION
796,GO_REGULATION_OF_EPIDERMIS_DEVELOPMENT,GO_HIPPOCAMPUS_DEVELOPMENT,GO_POSITIVE_REGULATION_OF_LIPID_TRANSPORT
797,GSE2585_THYMIC_DC_VS_THYMIC_MACROPHAGE_UP,GSE21063_WT_VS_NFATC1_KO_8H_ANTI_IGM_STIM_BCELL_UP,GO_POSITIVE_REGULATION_OF_INTERFERON_GAMMA_PRODUCTION
798,GSE15330_GRANULOCYTE_MONOCYTE_PROGENITOR_VS_PRO_BCELL_UP,GSE5960_TH1_VS_ANERGIC_TH1_UP,GSE22611_NOD2_VS_CTRL_TRANSDUCED_HEK293T_CELL_UP
799,GO_REGULATION_OF_BIOMINERAL_TISSUE_DEVELOPMENT,GSE19923_WT_VS_HEB_AND_E2A_KO_DP_THYMOCYTE_UP,GSE28449_WT_VS_LRF_KO_GERMINAL_CENTER_BCELL_UP
800,GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_12H_UP,GSE24972_WT_VS_IRF8_KO_MARGINAL_ZONE_SPLEEN_BCELL_UP,GO_MULTICELLULAR_ORGANISM_METABOLIC_PROCESS
801,GO_HORMONE_TRANSPORT,GSE7460_WT_VS_FOXP3_HET_ACT_TCONV_UP,GSE21670_STAT3_KO_VS_WT_CD4_TCELL_TGFB_IL6_TREATED_UP
802,GSE31082_DN_VS_CD8_SP_THYMOCYTE_UP,GO_NCRNA_TRANSCRIPTION,GO_POSITIVE_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION
803,GSE27786_LSK_VS_NKTCELL_UP,GSE15750_DAY6_VS_DAY10_TRAF6KO_EFF_CD8_TCELL_UP,GSE24574_BCL6_HIGH_TFH_VS_TFH_CD4_TCELL_UP
804,GSE22025_UNTREATED_VS_PROGESTERONE_TREATED_CD4_TCELL_UP,GSE11961_PLASMA_CELL_DAY7_VS_MEMORY_BCELL_DAY40_UP,GO_NEGATIVE_REGULATION_OF_WOUND_HEALING
805,GSE13493_DP_VS_CD8POS_THYMOCYTE_UP,GO_SOMITOGENESIS,GSE2706_2H_VS_8H_LPS_STIM_DC_UP
806,GO_L_AMINO_ACID_TRANSPORT,GSE7460_TCONV_VS_TREG_THYMUS_UP,GSE9960_GRAM_POS_VS_GRAM_NEG_AND_POS_SEPSIS_PBMC_UP
807,GSE45365_HEALTHY_VS_MCMV_INFECTION_CD8_TCELL_IFNAR_KO_UP,GSE5589_LPS_AND_IL10_VS_LPS_AND_IL6_STIM_MACROPHAGE_45MIN_UP,GO_PYRUVATE_METABOLIC_PROCESS
808,GO_REGULATION_OF_POTASSIUM_ION_TRANSPORT,GSE28737_FOLLICULAR_VS_MARGINAL_ZONE_BCELL_UP,GSE36392_EOSINOPHIL_VS_NEUTROPHIL_IL25_TREATED_LUNG_UP
809,GSE1448_CTRL_VS_ANTI_VALPHA2_DP_THYMOCYTE_UP,GSE27786_NKTCELL_VS_NEUTROPHIL_UP,GSE21927_UNTREATED_VS_GMCSF_IL6_TREATED_BONE_MARROW_UP
810,GSE22935_UNSTIM_VS_12H_MBOVIS_BCG_STIM_MYD88_KO_MACROPHAGE_UP,GSE22443_IL2_VS_IL12_TREATED_ACT_CD8_TCELL_UP,GSE9509_LPS_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_10MIN_UP
811,GO_MRNA_3_END_PROCESSING,GSE16385_UNTREATED_VS_12H_ROSIGLITAZONE_IFNG_TNF_TREATED_MACROPHAGE_UP,GO_MAMMARY_GLAND_EPITHELIUM_DEVELOPMENT
812,GSE1460_NAIVE_CD4_TCELL_CORD_BLOOD_VS_THYMIC_STROMAL_CELL_UP,GSE13411_IGM_VS_SWITCHED_MEMORY_BCELL_UP,GSE31082_DN_VS_DP_THYMOCYTE_UP
813,GO_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR,GO_CELLULAR_KETONE_METABOLIC_PROCESS,GSE17721_LPS_VS_PAM3CSK4_6H_BMDC_UP
814,GSE2770_UNTREATED_VS_ACT_CD4_TCELL_48H_UP,GSE9509_LPS_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_20MIN_UP,GSE17721_0.5H_VS_12H_POLYIC_BMDC_UP
815,GO_NCRNA_TRANSCRIPTION,GSE21546_UNSTIM_VS_ANTI_CD3_STIM_SAP1A_KO_DP_THYMOCYTES_UP,GO_POSITIVE_REGULATION_OF_CALCIUM_ION_IMPORT
816,GO_NEGATIVE_REGULATION_OF_LIPID_METABOLIC_PROCESS,GSE19198_CTRL_VS_IL21_TREATED_TCELL_1H_UP,GSE2770_UNTREATED_VS_IL12_TREATED_ACT_CD4_TCELL_48H_UP
817,GSE22886_NAIVE_CD8_TCELL_VS_MEMORY_TCELL_UP,GSE5589_IL6_KO_VS_IL10_KO_LPS_AND_IL6_STIM_MACROPHAGE_45MIN_UP,GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_12H_CD4_TCELL_UP
818,GSE5589_IL6_KO_VS_IL10_KO_LPS_STIM_MACROPHAGE_180MIN_UP,GSE3720_VD1_VS_VD2_GAMMADELTA_TCELL_WITH_PMA_STIM_UP,GSE24142_ADULT_VS_FETAL_EARLY_THYMIC_PROGENITOR_UP
819,GSE17974_2H_VS_72H_UNTREATED_IN_VITRO_CD4_TCELL_UP,GO_TRANSLATIONAL_TERMINATION,GSE5455_HEALTHY_VS_TUMOR_BEARING_MOUSE_SPLEEN_MONOCYTE_UP
820,GSE21033_CTRL_VS_POLYIC_STIM_DC_6H_UP,GSE15659_CD45RA_NEG_CD4_TCELL_VS_ACTIVATED_TREG_UP,GO_PROTEIN_TARGETING_TO_MITOCHONDRION
821,GSE46143_CTRL_VS_LMP2A_TRANSDUCED_CD10_POS_GC_BCELL_UP,GO_SPINDLE_ASSEMBLY,GSE42724_NAIVE_VS_MEMORY_BCELL_UP
822,GO_VESICLE_DOCKING,GSE40666_UNTREATED_VS_IFNA_STIM_CD8_TCELL_90MIN_UP,GO_POSITIVE_REGULATION_OF_PROTEIN_KINASE_B_SIGNALING
823,GSE20151_CTRL_VS_FUSOBACT_NUCLEATUM_NEUTROPHIL_UP,GSE26669_CD4_VS_CD8_TCELL_IN_MLR_COSTIM_BLOCK_UP,GSE2770_TGFB_AND_IL4_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_6H_UP
824,GO_MUSCLE_ORGAN_MORPHOGENESIS,GO_REGULATION_OF_CELL_CYCLE_G2_M_PHASE_TRANSITION,GSE11961_MEMORY_BCELL_DAY7_VS_GERMINAL_CENTER_BCELL_DAY7_UP
825,GO_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS,GO_POSITIVE_REGULATION_OF_VIRAL_PROCESS,GO_PIGMENTATION
826,GO_CELLULAR_MODIFIED_AMINO_ACID_BIOSYNTHETIC_PROCESS,GSE37336_LY6C_POS_VS_NEG_NAIVE_CD4_TCELL_UP,GSE2405_0H_VS_6H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_UP
827,GO_SOMITOGENESIS,GSE11961_FOLLICULAR_BCELL_VS_GERMINAL_CENTER_BCELL_DAY7_UP,GSE15330_WT_VS_IKAROS_KO_LYMPHOID_MULTIPOTENT_PROGENITOR_UP
828,GO_FEEDING_BEHAVIOR,GSE23695_CD57_POS_VS_NEG_NK_CELL_UP,GSE5542_IFNG_VS_IFNA_AND_IFNG_TREATED_EPITHELIAL_CELLS_24H_UP
829,GSE5503_LIVER_DC_VS_MLN_DC_ACTIVATED_ALLOGENIC_TCELL_UP,GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_12H_ACT_CD4_TCELL_UP,GSE25085_FETAL_BM_VS_ADULT_BM_SP4_THYMIC_IMPLANT_UP
830,GO_MULTICELLULAR_ORGANISM_METABOLIC_PROCESS,GSE1925_CTRL_VS_24H_IFNG_STIM_MACROPHAGE_UP,GO_REGULATION_OF_PHOSPHOLIPID_METABOLIC_PROCESS
831,GSE46606_DAY1_VS_DAY3_CD40L_IL2_IL5_STIMULATED_BCELL_UP,GO_PROTEIN_LOCALIZATION_TO_CHROMOSOME,GSE360_DC_VS_MAC_UP
832,GSE411_WT_VS_SOCS3_KO_MACROPHAGE_UP,GSE6092_UNSTIM_VS_IFNG_STIM_ENDOTHELIAL_CELL_UP,GSE1432_1H_VS_24H_IFNG_MICROGLIA_UP
833,GSE22589_HEALTHY_VS_HIV_INFECTED_DC_UP,GO_REGULATION_OF_MONOOXYGENASE_ACTIVITY,GSE17721_POLYIC_VS_GARDIQUIMOD_1H_BMDC_UP
834,GSE6875_TCONV_VS_FOXP3_KO_TREG_UP,GSE19888_ADENOSINE_A3R_INH_VS_TCELL_MEMBRANES_ACT_MAST_CELL_UP,GSE22103_LPS_VS_GMCSF_AND_IFNG_STIM_NEUTROPHIL_UP
835,GSE27786_LSK_VS_LIN_NEG_CELL_UP,GO_REGULATION_OF_ATPASE_ACTIVITY,GSE28737_FOLLICULAR_VS_MARGINAL_ZONE_BCELL_BCL6_HET_UP
836,GO_CELLULAR_RESPONSE_TO_UV,GO_MACROMOLECULE_DEACYLATION,GSE26928_EFF_MEM_VS_CENTR_MEM_CD4_TCELL_UP
837,GSE29949_CD8_NEG_DC_SPLEEN_VS_DC_BRAIN_UP,GSE45837_WT_VS_GFI1_KO_PDC_UP,GSE26890_CXCR1_NEG_VS_POS_EFFECTOR_CD8_TCELL_UP
838,GSE24726_WT_VS_E2_2_KO_PDC_DAY6_POST_DELETION_UP,GO_REGULATION_OF_TOR_SIGNALING,GSE20727_CTRL_VS_H2O2_TREATED_DC_UP
839,GSE3039_ALPHABETA_CD8_TCELL_VS_B1_BCELL_UP,GO_INTRACELLULAR_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY,GSE7852_TREG_VS_TCONV_LN_UP
840,GO_MULTICELLULAR_ORGANISMAL_MACROMOLECULE_METABOLIC_PROCESS,GSE2826_XID_VS_BTK_KO_BCELL_UP,GO_CELLULAR_RESPONSE_TO_RETINOIC_ACID
841,GO_VISUAL_BEHAVIOR,GSE12198_CTRL_VS_HIGH_IL2_STIM_NK_CELL_UP,GSE17721_0.5H_VS_24H_PAM3CSK4_BMDC_UP
842,GSE8921_UNSTIM_VS_TLR1_2_STIM_MONOCYTE_6H_UP,GSE18281_PERIMEDULLARY_CORTICAL_REGION_VS_WHOLE_MEDULLA_THYMUS_UP,GSE12366_PLASMA_CELL_VS_NAIVE_BCELL_UP
843,GO_MULTI_ORGANISM_LOCALIZATION,GSE14769_UNSTIM_VS_80MIN_LPS_BMDM_UP,GO_CELLULAR_GLUCOSE_HOMEOSTASIS
844,GSE15930_STIM_VS_STIM_AND_TRICHOSTATINA_24H_CD8_T_CELL_UP,GO_PROTEIN_MONOUBIQUITINATION,GSE36009_UNSTIM_VS_LPS_STIM_DC_UP
845,GO_WATER_HOMEOSTASIS,GSE6259_BCELL_VS_CD4_TCELL_UP,GSE12366_PLASMA_CELL_VS_MEMORY_BCELL_UP
846,GO_CELLULAR_KETONE_METABOLIC_PROCESS,GSE17721_LPS_VS_POLYIC_6H_BMDC_UP,GSE14308_TH1_VS_TH17_UP
847,GSE19401_UNSTIM_VS_PAM2CSK4_STIM_FOLLICULAR_DC_UP,GSE20500_CTRL_VS_RARA_ANTAGONIST_TREATED_CD4_TCELL_UP,GSE11864_UNTREATED_VS_CSF1_IFNG_IN_MAC_UP
848,GO_REGULATION_OF_SMOOTHENED_SIGNALING_PATHWAY,GSE22589_HIV_VS_HIV_AND_SIV_INFECTED_DC_UP,GSE9988_ANTI_TREM1_VS_VEHICLE_TREATED_MONOCYTES_UP
849,GO_FATTY_ACID_CATABOLIC_PROCESS,GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_CD8_TCELL_UP,GSE17721_PAM3CSK4_VS_CPG_0.5H_BMDC_UP
850,GSE3982_DC_VS_NKCELL_UP,GSE25123_CTRL_VS_ROSIGLITAZONE_STIM_MACROPHAGE_UP,GO_RHO_PROTEIN_SIGNAL_TRANSDUCTION
851,GO_ORGANOPHOSPHATE_ESTER_TRANSPORT,GO_WATER_HOMEOSTASIS,GSE44649_NAIVE_VS_ACTIVATED_CD8_TCELL_UP
852,GSE36392_TYPE_2_MYELOID_VS_MAC_IL25_TREATED_LUNG_UP,GSE2770_IL4_ACT_VS_ACT_CD4_TCELL_48H_UP,GSE17721_POLYIC_VS_GARDIQUIMOD_8H_BMDC_UP
853,GSE29618_PRE_VS_DAY7_FLU_VACCINE_PDC_UP,GSE19401_UNSTIM_VS_PAM2CSK4_STIM_FOLLICULAR_DC_UP,GSE9988_LOW_LPS_VS_VEHICLE_TREATED_MONOCYTE_UP
854,GO_PYRIMIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS,GSE34156_NOD2_LIGAND_VS_NOD2_AND_TLR1_TLR2_LIGAND_24H_TREATED_MONOCYTE_UP,GSE17721_0.5H_VS_8H_PAM3CSK4_BMDC_UP
855,GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_4H_ACT_CD4_TCELL_UP,GO_SYNAPSE_ASSEMBLY,GSE17721_0.5H_VS_4H_LPS_BMDC_UP
856,GSE22432_UNTREATED_VS_TGFB1_TREATED_COMMON_DC_PROGENITOR_UP,GSE17974_0.5H_VS_72H_UNTREATED_IN_VITRO_CD4_TCELL_UP,GSE17721_LPS_VS_CPG_8H_BMDC_UP
857,GSE43863_TH1_VS_TFH_EFFECTOR_CD4_TCELL_UP,GSE4142_PLASMA_CELL_VS_GC_BCELL_UP,GSE17721_0.5H_VS_4H_GARDIQUIMOD_BMDC_UP
858,GSE29164_CD8_TCELL_VS_CD8_TCELL_AND_IL12_TREATED_MELANOMA_DAY7_UP,GSE32533_WT_VS_MIR17_KO_ACT_CD4_TCELL_UP,GSE16385_ROSIGLITAZONE_VS_UNTREATED_IFNG_TNF_STIM_MACROPHAGE_UP
859,GSE33162_UNTREATED_VS_4H_LPS_STIM_HDAC3_HET_MACROPHAGE_UP,GSE21927_SPLEEN_VS_TUMOR_MONOCYTE_C57BL6_UP,GSE12392_IFNAR_KO_VS_IFNB_KO_CD8_NEG_SPLEEN_DC_UP
860,GO_POSITIVE_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS,GSE1925_3H_VS_24H_IFNG_STIM_IFNG_PRIMED_MACROPHAGE_UP,GSE41867_DAY8_EFFECTOR_VS_DAY30_EXHAUSTED_CD8_TCELL_LCMV_CLONE13_UP
861,GOLDRATH_NAIVE_VS_MEMORY_CD8_TCELL_UP,GO_POSITIVE_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION,GSE16385_UNTREATED_VS_12H_ROSIGLITAZONE_IL4_TREATED_MACROPHAGE_UP
862,GO_HEMATOPOIETIC_PROGENITOR_CELL_DIFFERENTIATION,GO_MESONEPHROS_DEVELOPMENT,GSE5589_UNSTIM_VS_45MIN_LPS_STIM_MACROPHAGE_UP
863,GSE30971_CTRL_VS_LPS_STIM_MACROPHAGE_WBP7_KO_2H_UP,GSE29614_CTRL_VS_DAY3_TIV_FLU_VACCINE_PBMC_UP,GSE22025_PROGESTERONE_VS_TGFB1_AND_PROGESTERONE_TREATED_CD4_TCELL_UP
864,GSE46468_LUNG_INNATE_LYMPHOID_CELL_VS_SPLEEN_CD4_TCELL_UP,GO_MICROTUBULE_POLYMERIZATION,GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_48H_ACT_CD4_TCELL_UP
865,GSE20366_EX_VIVO_VS_DEC205_CONVERSION_UP,GSE41867_DAY15_EFFECTOR_VS_DAY30_MEMORY_CD8_TCELL_LCMV_ARMSTRONG_UP,GSE36078_UNTREATED_VS_AD5_INF_IL1R_KO_MOUSE_LUNG_DC_UP
866,GO_EPIDERMAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY,GSE45365_WT_VS_IFNAR_KO_BCELL_MCMV_INFECTION_UP,GO_NUCLEOSIDE_DIPHOSPHATE_METABOLIC_PROCESS
867,GSE24634_IL4_VS_CTRL_TREATED_NAIVE_CD4_TCELL_DAY3_UP,GSE22432_MULTIPOTENT_PROGENITOR_VS_CDC_UP,GO_REGULATION_OF_ADHERENS_JUNCTION_ORGANIZATION
868,GO_PROTEIN_N_LINKED_GLYCOSYLATION,GO_FATTY_ACYL_COA_METABOLIC_PROCESS,GSE17721_PAM3CSK4_VS_GADIQUIMOD_12H_BMDC_UP
869,GSE23398_WT_VS_IL2_KO_CD4_TCELL_SCURFY_MOUSE_UP,GSE23114_PERITONEAL_CAVITY_B1A_BCELL_VS_SPLEEN_BCELL_UP,GSE30971_CTRL_VS_LPS_STIM_MACROPHAGE_WBP7_HET_2H_UP
870,GO_PROTEOGLYCAN_METABOLIC_PROCESS,GSE17721_POLYIC_VS_CPG_0.5H_BMDC_UP,GSE13522_WT_VS_IFNAR_KO_SKING_T_CRUZI_Y_STRAIN_INF_UP
871,GSE19198_CTRL_VS_IL21_TREATED_TCELL_1H_UP,GSE40274_XBP1_VS_FOXP3_AND_XBP1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP,GSE17721_0.5H_VS_12H_PAM3CSK4_BMDC_UP
872,GO_PHENOL_CONTAINING_COMPOUND_METABOLIC_PROCESS,GSE26290_CTRL_VS_AKT_INHIBITOR_TREATED_ANTI_CD3_AND_IL2_STIM_CD8_TCELL_UP,GSE36476_YOUNG_VS_OLD_DONOR_MEMORY_CD4_TCELL_UP
873,GSE2770_TGFB_AND_IL4_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_48H_UP,GSE21360_PRIMARY_VS_SECONDARY_MEMORY_CD8_TCELL_UP,GSE17721_CPG_VS_GARDIQUIMOD_1H_BMDC_UP
874,GSE3982_MAC_VS_TH1_UP,GSE17721_PAM3CSK4_VS_CPG_2H_BMDC_UP,GSE2405_0H_VS_24H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_UP
875,GSE21379_WT_VS_SAP_KO_CD4_TCELL_UP,GSE22589_SIV_VS_HIV_AND_SIV_INFECTED_DC_UP,GSE17974_0H_VS_0.5H_IN_VITRO_ACT_CD4_TCELL_UP
876,GO_CELLULAR_RESPONSE_TO_RETINOIC_ACID,GSE5589_IL6_KO_VS_IL10_KO_LPS_AND_IL10_STIM_MACROPHAGE_180MIN_UP,GSE17721_0.5H_VS_4H_PAM3CSK4_BMDC_UP
877,GSE26290_CTRL_VS_AKT_INHIBITOR_TREATED_ANTI_CD3_AND_IL2_STIM_CD8_TCELL_UP,GSE26488_HDAC7_KO_VS_VP16_TRANSGENIC_HDAC7_KO_DOUBLE_POSITIVE_THYMOCYTE_UP,GSE45365_HEALTHY_VS_MCMV_INFECTION_CD8A_DC_UP
878,GSE36078_UNTREATED_VS_AD5_T425A_HEXON_INF_IL1R_KO_MOUSE_LUNG_DC_UP,GSE45365_CD8A_DC_VS_CD11B_DC_UP,GSE5099_MONOCYTE_VS_CLASSICAL_M1_MACROPHAGE_UP
879,GO_MONOCARBOXYLIC_ACID_CATABOLIC_PROCESS,GSE26928_NAIVE_VS_CENT_MEMORY_CD4_TCELL_UP,GSE17721_CTRL_VS_POLYIC_2H_BMDC_UP
880,GO_NUCLEAR_ENVELOPE_ORGANIZATION,GSE15750_WT_VS_TRAF6KO_DAY6_EFF_CD8_TCELL_UP,GSE37532_TREG_VS_TCONV_PPARG_KO_CD4_TCELL_FROM_VISCERAL_ADIPOSE_TISSUE_UP
881,GSE13738_RESTING_VS_TCR_ACTIVATED_CD4_TCELL_UP,GSE6674_UNSTIM_VS_ANTI_IGM_AND_CPG_STIM_BCELL_UP,GSE360_CTRL_VS_B_MALAYI_HIGH_DOSE_MAC_UP
882,GO_INNER_EAR_MORPHOGENESIS,GSE21927_SPLENIC_C26GM_TUMOROUS_VS_BONE_MARROW_MONOCYTES_UP,GSE11961_FOLLICULAR_BCELL_VS_MEMORY_BCELL_DAY40_UP
883,GO_FATTY_ACYL_COA_METABOLIC_PROCESS,GO_SNRNA_METABOLIC_PROCESS,GSE17186_NAIVE_VS_CD21LOW_TRANSITIONAL_BCELL_UP
884,GSE22886_NAIVE_CD4_TCELL_VS_12H_ACT_TH2_UP,GO_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY,GSE35685_CD34POS_CD38NEG_VS_CD34POS_CD10POS_BONE_MARROW_UP
885,GSE3982_DC_VS_NEUTROPHIL_LPS_STIM_UP,GO_THIOESTER_METABOLIC_PROCESS,GSE14769_UNSTIM_VS_360MIN_LPS_BMDM_UP
886,GO_REGULATION_OF_CHROMOSOME_SEGREGATION,GSE23308_CTRL_VS_CORTICOSTERONE_TREATED_MACROPHAGE_MINERALCORTICOID_REC_KO_UP,GSE360_L_MAJOR_VS_T_GONDII_MAC_UP
887,GO_CYTOKINESIS,GSE15930_STIM_VS_STIM_AND_IL12_48H_CD8_T_CELL_UP,GSE13411_SWITCHED_MEMORY_BCELL_VS_PLASMA_CELL_UP
888,GSE16385_IL4_VS_ROSIGLITAZONE_STIM_MACROPHAGE_UP,GSE11961_GERMINAL_CENTER_BCELL_DAY7_VS_PLASMA_CELL_DAY7_UP,GSE22611_UNSTIM_VS_2H_MDP_STIM_MUTANT_NOD2_TRANSDUCED_HEK293T_CELL_UP
889,GO_AMMONIUM_TRANSPORT,GSE6566_STRONG_VS_WEAK_DC_STIMULATED_CD4_TCELL_UP,GO_NEGATIVE_REGULATION_OF_HORMONE_SECRETION
890,GO_REGULATION_OF_CARTILAGE_DEVELOPMENT,GSE2405_HEAT_KILLED_VS_LIVE_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_24H_UP,GSE17721_CTRL_VS_GARDIQUIMOD_1H_BMDC_UP
891,GSE13485_DAY1_VS_DAY21_YF17D_VACCINE_PBMC_UP,GSE40666_STAT1_KO_VS_STAT4_KO_CD8_TCELL_WITH_IFNA_STIM_90MIN_UP,GO_POSITIVE_REGULATION_OF_DENDRITE_DEVELOPMENT
892,GSE24634_TEFF_VS_TCONV_DAY5_IN_CULTURE_UP,GO_SKIN_EPIDERMIS_DEVELOPMENT,GO_SINGLE_ORGANISM_MEMBRANE_BUDDING
893,GO_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_PROLIFERATION,GSE11924_TFH_VS_TH2_CD4_TCELL_UP,GSE2770_TGFB_AND_IL4_ACT_VS_ACT_CD4_TCELL_6H_UP
894,GSE17721_CTRL_VS_CPG_0.5H_BMDC_UP,GSE18281_SUBCAPSULAR_CORTICAL_REGION_VS_WHOLE_CORTEX_THYMUS_UP,GO_PURINE_CONTAINING_COMPOUND_CATABOLIC_PROCESS
895,GSE13493_DP_VS_CD4INTCD8POS_THYMOCYTE_UP,GSE19772_HCMV_INFL_VS_HCMV_INF_MONOCYTES_AND_PI3K_INHIBITION_UP,GSE17721_12H_VS_24H_CPG_BMDC_UP
896,GSE41176_UNSTIM_VS_ANTI_IGM_STIM_BCELL_6H_UP,GO_REGULATION_OF_PROTEIN_TARGETING_TO_MITOCHONDRION,GSE7831_UNSTIM_VS_CPG_STIM_PDC_1H_UP
897,GSE6674_ANTI_IGM_VS_CPG_STIM_BCELL_UP,GSE15750_DAY6_VS_DAY10_EFF_CD8_TCELL_UP,GSE24671_BAKIMULC_VS_SENDAI_VIRUS_INFECTED_MOUSE_SPLENOCYTES_UP
898,GSE45837_WT_VS_GFI1_KO_PDC_UP,GSE13738_TCR_VS_BYSTANDER_ACTIVATED_CD4_TCELL_UP,GO_ADENYLATE_CYCLASE_INHIBITING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY
899,GO_NEGATIVE_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION,GSE5099_MONOCYTE_VS_ALTERNATIVE_M2_MACROPHAGE_UP,GSE8835_CD4_VS_CD8_TCELL_CLL_PATIENT_UP
